name	chr	start	end	TargetGene
genic|chr20:62472798-62473900	chr20	62472798	62473900	GATA5
genic|chr20:62472570-62473705	chr20	62472570	62473705	GATA5
genic|chr20:62472258-62472758	chr20	62472258	62472758	GATA5
genic|chr20:62472220-62472720	chr20	62472220	62472720	GATA5
genic|chr20:62473982-62474482	chr20	62473982	62474482	GATA5
genic|chr20:62472211-62472711	chr20	62472211	62472711	GATA5
genic|chr20:62472205-62473724	chr20	62472205	62473724	GATA5
genic|chr20:62472203-62472703	chr20	62472203	62472703	GATA5
genic|chr20:62472191-62472691	chr20	62472191	62472691	GATA5
genic|chr20:62472189-62472689	chr20	62472189	62472689	GATA5
genic|chr20:62472164-62472664	chr20	62472164	62472664	GATA5
genic|chr20:62471986-62472694	chr20	62471986	62472694	GATA5
genic|chr20:62471985-62472700	chr20	62471985	62472700	GATA5
genic|chr20:62471978-62472697	chr20	62471978	62472697	GATA5
genic|chr20:62471964-62472694	chr20	62471964	62472694	GATA5
genic|chr20:62471960-62472460	chr20	62471960	62472460	GATA5
genic|chr20:62471959-62472689	chr20	62471959	62472689	GATA5
genic|chr20:62472216-62472716	chr20	62472216	62472716	GATA5
genic|chr20:62473980-62474480	chr20	62473980	62474480	GATA5
genic|chr20:62473977-62474477	chr20	62473977	62474477	GATA5
genic|chr20:62473973-62474473	chr20	62473973	62474473	GATA5
genic|chr20:62473970-62474470	chr20	62473970	62474470	GATA5
genic|chr20:62473965-62474465	chr20	62473965	62474465	GATA5
genic|chr20:62473962-62474462	chr20	62473962	62474462	GATA5
genic|chr20:62473959-62474603	chr20	62473959	62474603	GATA5
genic|chr20:62473953-62474453	chr20	62473953	62474453	GATA5
genic|chr20:62473951-62474692	chr20	62473951	62474692	GATA5
genic|chr20:62473937-62474437	chr20	62473937	62474437	GATA5
genic|chr20:62473932-62474432	chr20	62473932	62474432	GATA5
genic|chr20:62473926-62474426	chr20	62473926	62474426	GATA5
genic|chr20:62472833-62473907	chr20	62472833	62473907	GATA5
genic|chr20:62473363-62473863	chr20	62473363	62473863	GATA5
genic|chr20:62473361-62473861	chr20	62473361	62473861	GATA5
genic|chr20:62473225-62473725	chr20	62473225	62473725	GATA5
genic|chr20:62473218-62473718	chr20	62473218	62473718	GATA5
genic|chr20:62473073-62473573	chr20	62473073	62473573	GATA5
genic|chr20:62473062-62473562	chr20	62473062	62473562	GATA5
genic|chr20:62472904-62473762	chr20	62472904	62473762	GATA5
genic|chr20:62472901-62473401	chr20	62472901	62473401	GATA5
genic|chr20:62472896-62473749	chr20	62472896	62473749	GATA5
genic|chr20:62472886-62473386	chr20	62472886	62473386	GATA5
genic|chr20:62472851-62473351	chr20	62472851	62473351	GATA5
genic|chr20:62472841-62473341	chr20	62472841	62473341	GATA5
genic|chr20:62473921-62474421	chr20	62473921	62474421	GATA5
genic|chr22:19765229-19766127	chr22	19765229	19766127	TBX1
genic|chr22:19764720-19765220	chr22	19764720	19765220	TBX1
genic|chr22:19764175-19764675	chr22	19764175	19764675	TBX1
genic|chr22:19764146-19764646	chr22	19764146	19764646	TBX1
genic|chr22:19763526-19764026	chr22	19763526	19764026	TBX1
genic|chr22:19763491-19763991	chr22	19763491	19763991	TBX1
genic|chr22:19763264-19763764	chr22	19763264	19763764	TBX1
genic|chr22:19762882-19763382	chr22	19762882	19763382	TBX1
genic|chr22:19762354-19763063	chr22	19762354	19763063	TBX1
genic|chr22:19762267-19762767	chr22	19762267	19762767	TBX1
genic|chr22:19762032-19762532	chr22	19762032	19762532	TBX1
genic|chr22:19717867-19718611	chr22	19717867	19718611	TBX1
genic|chr22:19761988-19762488	chr22	19761988	19762488	TBX1
genic|chr22:19761960-19762460	chr22	19761960	19762460	TBX1
genic|chr22:19761904-19762404	chr22	19761904	19762404	TBX1
genic|chr22:19761869-19762369	chr22	19761869	19762369	TBX1
genic|chr22:19761776-19762276	chr22	19761776	19762276	TBX1
genic|chr22:19761775-19762275	chr22	19761775	19762275	TBX1
genic|chr22:19761765-19762265	chr22	19761765	19762265	TBX1
genic|chr22:19761748-19762248	chr22	19761748	19762248	TBX1
genic|chr22:19761618-19762367	chr22	19761618	19762367	TBX1
genic|chr22:19761357-19761857	chr22	19761357	19761857	TBX1
genic|chr22:19761227-19761727	chr22	19761227	19761727	TBX1
genic|chr22:19761141-19761641	chr22	19761141	19761641	TBX1
genic|chr22:19762010-19762510	chr22	19762010	19762510	TBX1
genic|chr22:19767243-19768141	chr22	19767243	19768141	TBX1
genic|chr22:19766978-19768418	chr22	19766978	19768418	TBX1
genic|chr22:19766953-19767684	chr22	19766953	19767684	TBX1
genic|chr22:19766951-19768877	chr22	19766951	19768877	TBX1
genic|chr22:19766949-19767839	chr22	19766949	19767839	TBX1
genic|chr22:19766925-19767425	chr22	19766925	19767425	TBX1
genic|chr22:19766701-19767201	chr22	19766701	19767201	TBX1
genic|chr22:19766698-19768289	chr22	19766698	19768289	TBX1
genic|chr22:19766654-19767717	chr22	19766654	19767717	TBX1
genic|chr22:19766628-19767764	chr22	19766628	19767764	TBX1
genic|chr22:19766617-19767728	chr22	19766617	19767728	TBX1
genic|chr22:19766579-19767079	chr22	19766579	19767079	TBX1
genic|chr22:19765259-19766199	chr22	19765259	19766199	TBX1
genic|chr22:19766189-19767097	chr22	19766189	19767097	TBX1
genic|chr22:19766176-19767443	chr22	19766176	19767443	TBX1
genic|chr22:19766104-19766911	chr22	19766104	19766911	TBX1
genic|chr22:19766095-19766595	chr22	19766095	19766595	TBX1
genic|chr22:19765638-19766138	chr22	19765638	19766138	TBX1
genic|chr22:19765635-19766135	chr22	19765635	19766135	TBX1
genic|chr22:19765634-19766134	chr22	19765634	19766134	TBX1
genic|chr22:19765605-19766463	chr22	19765605	19766463	TBX1
genic|chr22:19765605-19766105	chr22	19765605	19766105	TBX1
genic|chr22:19765463-19765963	chr22	19765463	19765963	TBX1
genic|chr22:19765437-19766149	chr22	19765437	19766149	TBX1
genic|chr22:19765340-19765840	chr22	19765340	19765840	TBX1
genic|chr22:19766282-19766782	chr22	19766282	19766782	TBX1
genic|chr22:19724045-19724545	chr22	19724045	19724545	TBX1
genic|chr22:19722472-19722972	chr22	19722472	19722972	TBX1
genic|chr22:19719036-19719536	chr22	19719036	19719536	TBX1
genic|chr22:19718905-19719405	chr22	19718905	19719405	TBX1
genic|chr22:19718879-19719379	chr22	19718879	19719379	TBX1
genic|chr22:19718871-19719702	chr22	19718871	19719702	TBX1
genic|chr22:19718866-19719366	chr22	19718866	19719366	TBX1
genic|chr22:19718857-19719647	chr22	19718857	19719647	TBX1
genic|chr22:19718840-19719340	chr22	19718840	19719340	TBX1
genic|chr22:19718443-19719247	chr22	19718443	19719247	TBX1
genic|chr22:19717923-19718423	chr22	19717923	19718423	TBX1
genic|chr22:19717895-19718395	chr22	19717895	19718395	TBX1
genic|chr22:19760488-19760988	chr22	19760488	19760988	TBX1
genic|chr22:19717891-19718391	chr22	19717891	19718391	TBX1
genic|chr22:19717890-19718390	chr22	19717890	19718390	TBX1
genic|chr22:19717888-19718685	chr22	19717888	19718685	TBX1
genic|chr22:19717886-19718681	chr22	19717886	19718681	TBX1
genic|chr22:19717886-19718386	chr22	19717886	19718386	TBX1
genic|chr22:19717882-19719401	chr22	19717882	19719401	TBX1
genic|chr22:19717882-19718676	chr22	19717882	19718676	TBX1
genic|chr22:19717881-19718627	chr22	19717881	19718627	TBX1
genic|chr22:19717876-19718626	chr22	19717876	19718626	TBX1
genic|chr22:19717875-19719369	chr22	19717875	19719369	TBX1
genic|chr22:19717871-19719646	chr22	19717871	19719646	TBX1
genic|chr22:19717868-19718368	chr22	19717868	19718368	TBX1
genic|chr22:19717894-19718707	chr22	19717894	19718707	TBX1
genic|chr22:19760478-19760978	chr22	19760478	19760978	TBX1
genic|chr22:19760464-19760964	chr22	19760464	19760964	TBX1
genic|chr22:19760447-19760947	chr22	19760447	19760947	TBX1
genic|chr22:19760311-19761198	chr22	19760311	19761198	TBX1
genic|chr22:19759586-19760086	chr22	19759586	19760086	TBX1
genic|chr22:19759479-19759979	chr22	19759479	19759979	TBX1
genic|chr22:19759452-19759952	chr22	19759452	19759952	TBX1
genic|chr22:19759321-19759821	chr22	19759321	19759821	TBX1
genic|chr22:19759305-19759805	chr22	19759305	19759805	TBX1
genic|chr22:19759290-19759790	chr22	19759290	19759790	TBX1
genic|chr22:19759286-19759786	chr22	19759286	19759786	TBX1
genic|chr22:19759268-19760114	chr22	19759268	19760114	TBX1
genic|chr22:19724076-19724576	chr22	19724076	19724576	TBX1
genic|chr22:19758867-19759367	chr22	19758867	19759367	TBX1
genic|chr22:19758807-19759307	chr22	19758807	19759307	TBX1
genic|chr22:19758504-19759004	chr22	19758504	19759004	TBX1
genic|chr22:19758495-19758995	chr22	19758495	19758995	TBX1
genic|chr22:19758481-19759733	chr22	19758481	19759733	TBX1
genic|chr22:19758476-19759720	chr22	19758476	19759720	TBX1
genic|chr22:19758337-19758837	chr22	19758337	19758837	TBX1
genic|chr22:19758190-19758690	chr22	19758190	19758690	TBX1
genic|chr22:19758006-19758987	chr22	19758006	19758987	TBX1
genic|chr22:19757592-19758308	chr22	19757592	19758308	TBX1
genic|chr22:19757327-19757827	chr22	19757327	19757827	TBX1
genic|chr22:19757315-19757815	chr22	19757315	19757815	TBX1
genic|chr22:19759157-19759897	chr22	19759157	19759897	TBX1
genic|chr1:174836472-174836972	chr1	174836472	174836972	RABGAP1L
genic|chr1:174836188-174836964	chr1	174836188	174836964	RABGAP1L
genic|chr1:174836152-174836999	chr1	174836152	174836999	RABGAP1L
genic|chr1:174829872-174830372	chr1	174829872	174830372	RABGAP1L
genic|chr1:174827249-174827749	chr1	174827249	174827749	RABGAP1L
genic|chr1:174827051-174827551	chr1	174827051	174827551	RABGAP1L
genic|chr1:174827023-174827523	chr1	174827023	174827523	RABGAP1L
genic|chr1:174825778-174826278	chr1	174825778	174826278	RABGAP1L
genic|chr1:174825741-174826241	chr1	174825741	174826241	RABGAP1L
genic|chr1:174825714-174826214	chr1	174825714	174826214	RABGAP1L
genic|chr1:174825700-174826491	chr1	174825700	174826491	RABGAP1L
genic|chr1:44643747-44644506	chr1	44643747	44644506	RNF220
genic|chr1:174825078-174825578	chr1	174825078	174825578	RABGAP1L
genic|chr1:174825066-174825566	chr1	174825066	174825566	RABGAP1L
genic|chr1:174824849-174825582	chr1	174824849	174825582	RABGAP1L
genic|chr1:174824815-174825592	chr1	174824815	174825592	RABGAP1L
genic|chr1:174824581-174825081	chr1	174824581	174825081	RABGAP1L
genic|chr1:174824285-174824785	chr1	174824285	174824785	RABGAP1L
genic|chr1:174822492-174822992	chr1	174822492	174822992	RABGAP1L
genic|chr1:174820691-174821191	chr1	174820691	174821191	RABGAP1L
genic|chr1:174819194-174819694	chr1	174819194	174819694	RABGAP1L
genic|chr1:174818881-174819381	chr1	174818881	174819381	RABGAP1L
genic|chr1:174818878-174819378	chr1	174818878	174819378	RABGAP1L
genic|chr1:174818876-174819376	chr1	174818876	174819376	RABGAP1L
genic|chr1:174825080-174825580	chr1	174825080	174825580	RABGAP1L
genic|chr1:174883366-174884459	chr1	174883366	174884459	RABGAP1L
genic|chr1:174883365-174883865	chr1	174883365	174883865	RABGAP1L
genic|chr1:174883356-174884435	chr1	174883356	174884435	RABGAP1L
genic|chr1:174883322-174884426	chr1	174883322	174884426	RABGAP1L
genic|chr1:174882912-174883856	chr1	174882912	174883856	RABGAP1L
genic|chr1:174880381-174880881	chr1	174880381	174880881	RABGAP1L
genic|chr1:174877053-174877553	chr1	174877053	174877553	RABGAP1L
genic|chr1:174875332-174875832	chr1	174875332	174875832	RABGAP1L
genic|chr1:174875202-174875702	chr1	174875202	174875702	RABGAP1L
genic|chr1:174875186-174875686	chr1	174875186	174875686	RABGAP1L
genic|chr1:174875177-174875677	chr1	174875177	174875677	RABGAP1L
genic|chr1:174875169-174875669	chr1	174875169	174875669	RABGAP1L
genic|chr1:174836473-174836973	chr1	174836473	174836973	RABGAP1L
genic|chr1:174875164-174875664	chr1	174875164	174875664	RABGAP1L
genic|chr1:174874194-174875108	chr1	174874194	174875108	RABGAP1L
genic|chr1:174874186-174875032	chr1	174874186	174875032	RABGAP1L
genic|chr1:174874176-174875042	chr1	174874176	174875042	RABGAP1L
genic|chr1:174874159-174874910	chr1	174874159	174874910	RABGAP1L
genic|chr1:174874145-174874949	chr1	174874145	174874949	RABGAP1L
genic|chr1:174874133-174874948	chr1	174874133	174874948	RABGAP1L
genic|chr1:174873573-174874073	chr1	174873573	174874073	RABGAP1L
genic|chr1:174872616-174873116	chr1	174872616	174873116	RABGAP1L
genic|chr1:174872549-174873049	chr1	174872549	174873049	RABGAP1L
genic|chr1:174872403-174872903	chr1	174872403	174872903	RABGAP1L
genic|chr1:174870309-174871072	chr1	174870309	174871072	RABGAP1L
genic|chr1:174875166-174875827	chr1	174875166	174875827	RABGAP1L
genic|chr1:174816150-174816650	chr1	174816150	174816650	RABGAP1L
genic|chr1:174815322-174815822	chr1	174815322	174815822	RABGAP1L
genic|chr1:174815321-174815821	chr1	174815321	174815821	RABGAP1L
genic|chr1:174815309-174815809	chr1	174815309	174815809	RABGAP1L
genic|chr1:174815101-174815837	chr1	174815101	174815837	RABGAP1L
genic|chr1:174814956-174815456	chr1	174814956	174815456	RABGAP1L
genic|chr1:174814950-174815450	chr1	174814950	174815450	RABGAP1L
genic|chr1:174814921-174815421	chr1	174814921	174815421	RABGAP1L
genic|chr1:174814376-174814876	chr1	174814376	174814876	RABGAP1L
genic|chr1:174814238-174816073	chr1	174814238	174816073	RABGAP1L
genic|chr1:174812720-174813220	chr1	174812720	174813220	RABGAP1L
genic|chr1:174818873-174819373	chr1	174818873	174819373	RABGAP1L
genic|chr1:174812698-174813198	chr1	174812698	174813198	RABGAP1L
genic|chr1:174812690-174813190	chr1	174812690	174813190	RABGAP1L
genic|chr1:174812676-174813176	chr1	174812676	174813176	RABGAP1L
genic|chr1:174812053-174812553	chr1	174812053	174812553	RABGAP1L
genic|chr1:174812032-174812532	chr1	174812032	174812532	RABGAP1L
genic|chr1:174811991-174812491	chr1	174811991	174812491	RABGAP1L
genic|chr1:174811990-174812490	chr1	174811990	174812490	RABGAP1L
genic|chr1:174811989-174812489	chr1	174811989	174812489	RABGAP1L
genic|chr1:174811968-174812468	chr1	174811968	174812468	RABGAP1L
genic|chr1:174811966-174812466	chr1	174811966	174812466	RABGAP1L
genic|chr1:174811961-174812461	chr1	174811961	174812461	RABGAP1L
genic|chr1:174811942-174812442	chr1	174811942	174812442	RABGAP1L
genic|chr1:174812703-174813203	chr1	174812703	174813203	RABGAP1L
genic|chr1:174818872-174819372	chr1	174818872	174819372	RABGAP1L
genic|chr1:174818869-174819651	chr1	174818869	174819651	RABGAP1L
genic|chr1:174818868-174819368	chr1	174818868	174819368	RABGAP1L
genic|chr1:174818863-174819363	chr1	174818863	174819363	RABGAP1L
genic|chr1:174818862-174819362	chr1	174818862	174819362	RABGAP1L
genic|chr1:174818861-174819361	chr1	174818861	174819361	RABGAP1L
genic|chr1:174818860-174819360	chr1	174818860	174819360	RABGAP1L
genic|chr1:174818859-174819359	chr1	174818859	174819359	RABGAP1L
genic|chr1:174818855-174819633	chr1	174818855	174819633	RABGAP1L
genic|chr1:174818854-174819735	chr1	174818854	174819735	RABGAP1L
genic|chr1:174818853-174819653	chr1	174818853	174819653	RABGAP1L
genic|chr1:174818851-174819351	chr1	174818851	174819351	RABGAP1L
genic|chr1:174816368-174817177	chr1	174816368	174817177	RABGAP1L
genic|chr1:174818849-174819349	chr1	174818849	174819349	RABGAP1L
genic|chr1:174818846-174819346	chr1	174818846	174819346	RABGAP1L
genic|chr1:174818845-174819663	chr1	174818845	174819663	RABGAP1L
genic|chr1:174818841-174819341	chr1	174818841	174819341	RABGAP1L
genic|chr1:174818837-174819337	chr1	174818837	174819337	RABGAP1L
genic|chr1:174818829-174819329	chr1	174818829	174819329	RABGAP1L
genic|chr1:174818642-174819386	chr1	174818642	174819386	RABGAP1L
genic|chr1:174817890-174818604	chr1	174817890	174818604	RABGAP1L
genic|chr1:174817323-174817823	chr1	174817323	174817823	RABGAP1L
genic|chr1:174817313-174817813	chr1	174817313	174817813	RABGAP1L
genic|chr1:174817311-174817811	chr1	174817311	174817811	RABGAP1L
genic|chr1:174817277-174817777	chr1	174817277	174817777	RABGAP1L
genic|chr1:174818849-174819893	chr1	174818849	174819893	RABGAP1L
genic|chr1:201308671-201309171	chr1	201308671	201309171	TNNT2
genic|chr1:201308492-201308992	chr1	201308492	201308992	TNNT2
genic|chr1:201308031-201309029	chr1	201308031	201309029	TNNT2
genic|chr1:201308011-201308511	chr1	201308011	201308511	TNNT2
genic|chr1:201307976-201308476	chr1	201307976	201308476	TNNT2
genic|chr1:201307444-201308169	chr1	201307444	201308169	TNNT2
genic|chr1:201306992-201307492	chr1	201306992	201307492	TNNT2
genic|chr1:201299805-201300305	chr1	201299805	201300305	TNNT2
genic|chr1:201289524-201290024	chr1	201289524	201290024	TNNT2
genic|chr1:201289507-201290007	chr1	201289507	201290007	TNNT2
genic|chr1:201284564-201285064	chr1	201284564	201285064	TNNT2
genic|chr1:174883370-174884453	chr1	174883370	174884453	RABGAP1L
genic|chr1:201283985-201284485	chr1	201283985	201284485	TNNT2
genic|chr1:174957790-174958290	chr1	174957790	174958290	RABGAP1L
genic|chr1:174954602-174955378	chr1	174954602	174955378	RABGAP1L
genic|chr1:174954392-174955097	chr1	174954392	174955097	RABGAP1L
genic|chr1:174954032-174955547	chr1	174954032	174955547	RABGAP1L
genic|chr1:174953973-174954473	chr1	174953973	174954473	RABGAP1L
genic|chr1:174953385-174953885	chr1	174953385	174953885	RABGAP1L
genic|chr1:174952140-174952640	chr1	174952140	174952640	RABGAP1L
genic|chr1:174945536-174946036	chr1	174945536	174946036	RABGAP1L
genic|chr1:174942758-174943258	chr1	174942758	174943258	RABGAP1L
genic|chr1:174942749-174943477	chr1	174942749	174943477	RABGAP1L
genic|chr1:174942743-174943243	chr1	174942743	174943243	RABGAP1L
genic|chr1:201284233-201285052	chr1	201284233	201285052	TNNT2
genic|chr1:201325397-201325897	chr1	201325397	201325897	TNNT2
genic|chr1:201323019-201323519	chr1	201323019	201323519	TNNT2
genic|chr1:201320317-201320817	chr1	201320317	201320817	TNNT2
genic|chr1:201320056-201321341	chr1	201320056	201321341	TNNT2
genic|chr1:201313008-201313508	chr1	201313008	201313508	TNNT2
genic|chr1:201311695-201312195	chr1	201311695	201312195	TNNT2
genic|chr1:201310967-201311467	chr1	201310967	201311467	TNNT2
genic|chr1:201310906-201311406	chr1	201310906	201311406	TNNT2
genic|chr1:201310867-201311367	chr1	201310867	201311367	TNNT2
genic|chr1:201310865-201311365	chr1	201310865	201311365	TNNT2
genic|chr1:201310767-201311452	chr1	201310767	201311452	TNNT2
genic|chr1:201310647-201311533	chr1	201310647	201311533	TNNT2
genic|chr1:201309244-201309744	chr1	201309244	201309744	TNNT2
genic|chr1:201310499-201311630	chr1	201310499	201311630	TNNT2
genic|chr1:201310218-201310718	chr1	201310218	201310718	TNNT2
genic|chr1:201309439-201309939	chr1	201309439	201309939	TNNT2
genic|chr1:201309434-201309934	chr1	201309434	201309934	TNNT2
genic|chr1:201309406-201309906	chr1	201309406	201309906	TNNT2
genic|chr1:201309390-201310299	chr1	201309390	201310299	TNNT2
genic|chr1:201309388-201309888	chr1	201309388	201309888	TNNT2
genic|chr1:201309379-201309879	chr1	201309379	201309879	TNNT2
genic|chr1:201309378-201309878	chr1	201309378	201309878	TNNT2
genic|chr1:201309319-201309819	chr1	201309319	201309819	TNNT2
genic|chr1:201309287-201309787	chr1	201309287	201309787	TNNT2
genic|chr1:201309281-201309781	chr1	201309281	201309781	TNNT2
genic|chr1:201310524-201311450	chr1	201310524	201311450	TNNT2
genic|chr1:174892013-174892842	chr1	174892013	174892842	RABGAP1L
genic|chr1:174892012-174892831	chr1	174892012	174892831	RABGAP1L
genic|chr1:174892010-174892800	chr1	174892010	174892800	RABGAP1L
genic|chr1:174892003-174892846	chr1	174892003	174892846	RABGAP1L
genic|chr1:174891995-174892851	chr1	174891995	174892851	RABGAP1L
genic|chr1:174890636-174891136	chr1	174890636	174891136	RABGAP1L
genic|chr1:174889962-174890462	chr1	174889962	174890462	RABGAP1L
genic|chr1:174889959-174890459	chr1	174889959	174890459	RABGAP1L
genic|chr1:174887355-174887855	chr1	174887355	174887855	RABGAP1L
genic|chr1:174887350-174887850	chr1	174887350	174887850	RABGAP1L
genic|chr1:174887347-174887847	chr1	174887347	174887847	RABGAP1L
